ApsimVersion = 7.9 r0
Title = Kladivko_CC_300N
           Date           year     AnnualRain  InSeason_Rain         n_rate AnnualTileDrainage AnnualTileNleaching NitrateFlowTile AnnualYield_BuAc
   (dd/mm/yyyy)         (year)           (mm)           (mm)             ()               (mm)             (kg/ha)              ()               ()
     31/12/1994           1994       1015.000        394.000        300.000            132.897                12.8           9.633          194.869
     31/12/1995           1995       1221.000        556.000        300.000            171.833                 8.1           4.734           25.099
     31/12/1996           1996       1431.000        431.000        300.000            168.406                10.7           6.341          189.213
     31/12/1997           1997       1170.000        592.000        300.000            283.055                 3.0           1.058           22.316
     31/12/1998           1998       1294.000        614.000        300.000             33.705                 1.1           3.136          171.752
     31/12/1999           1999        946.000        354.000        300.000            145.036                 8.0           5.549          202.415
     31/12/2000           2000       1400.000        736.000        300.000            180.571                23.9          13.252          171.680
     31/12/2001           2001       1285.000        851.000        300.000            129.211                34.3          26.543          146.140
     31/12/2002           2002       1401.000        563.000        300.000            334.468                44.5          13.313          178.642
     31/12/2003           2003       1319.000        709.000        300.000            158.158                36.1          22.804          172.074
     31/12/2004           2004       1383.500        753.000        300.000            226.583                57.1          25.191          203.716
     31/12/2005           2005       1240.000        597.000        300.000            170.155                28.4          16.665          172.576
     31/12/2006           2006       1535.000        801.000        300.000            240.305                46.5          19.346          177.317
     31/12/2007           2007       1138.000        467.000        300.000            220.458                44.0          19.976          179.273
     31/12/2008           2008       1515.000        613.000        300.000            334.732                60.6          18.094          205.981
     31/12/2009           2009       1395.000        890.000        300.000            106.978                24.2          22.663          153.504
     31/12/2010           2010        964.000        496.000        300.000            102.864                34.8          33.794          185.593
     31/12/2011           2011       1489.000        403.000        300.000            454.737                73.1          16.070          201.246
     31/12/2012           2012        981.000        463.000        300.000             97.225                14.8          15.254          202.267
     31/12/2013           2013       1237.000        550.000        300.000            168.592                39.7          23.556          164.529
     31/12/2014           2014       1271.000        674.000        300.000            147.578                35.3          23.906          167.467
     31/12/2015           2015       1390.000        710.000        300.000            225.388                67.3          29.841          163.815
     31/12/2016           2016       1305.000        674.000        300.000            125.800                14.3          11.341          158.236
     31/12/2017           2017       1413.000        656.000        300.000            194.948                53.4          27.388          206.824
     31/12/2018           2018       1487.000        737.000        300.000            238.520                44.8          18.786          176.013
     31/12/2019           2019       1419.000        497.000        300.000            363.715                44.7          12.290          160.806
