ApsimVersion = 7.9 r0
Title = Kladivko_SC_0N
           Date           year     AnnualRain  InSeason_Rain         n_rate AnnualTileDrainage AnnualTileNleaching NitrateFlowTile AnnualYield_BuAc
   (dd/mm/yyyy)         (year)           (mm)           (mm)             ()               (mm)             (kg/ha)              ()               ()
     31/12/1994           1994       1015.000        394.000          0.000            132.897                12.8           9.633          194.869
     31/12/1995           1995       1221.000        556.000          0.000            171.833                 8.1           4.734           25.099
     31/12/1996           1996       1431.000        431.000          0.000            168.406                10.7           6.341          189.213
     31/12/1997           1997       1170.000        592.000          0.000            283.055                 3.0           1.058           22.316
     31/12/1998           1998       1294.000        614.000          0.000             33.705                 1.1           3.136          171.752
     31/12/1999           1999        946.000        354.000          0.000            150.300                 2.7           1.786           29.413
     31/12/2000           2000       1400.000        736.000          0.000             98.864                 3.6           3.622          115.196
     31/12/2001           2001       1285.000        851.000          0.000            126.811                 3.8           3.010           21.706
     31/12/2002           2002       1401.000        563.000          0.000            119.596                 3.9           3.223          105.745
     31/12/2003           2003       1319.000        699.000          0.000            191.892                 2.2           1.169           24.152
     31/12/2004           2004       1383.500        753.000          0.000            158.042                 3.8           2.425           94.292
     31/12/2005           2005       1240.000        597.000          0.000            154.962                 1.4           0.883           27.232
     31/12/2006           2006       1535.000        801.000          0.000            151.896                 3.5           2.291           80.216
     31/12/2007           2007       1138.000        467.000          0.000            208.428                 3.7           1.760           32.728
     31/12/2008           2008       1515.000        613.000          0.000            173.711                 3.6           2.083           81.629
     31/12/2009           2009       1395.000        890.000          0.000            201.170                 0.9           0.451           28.447
     31/12/2010           2010        964.000        496.000          0.000             63.182                 3.6           5.665           74.110
     31/12/2011           2011       1489.000        403.000          0.000            433.787                 6.2           1.418           29.864
     31/12/2012           2012        981.000        463.000          0.000             40.934                 0.7           1.795           72.304
     31/12/2013           2013       1237.000        546.000          0.000            175.186                 3.0           1.735           28.553
     31/12/2014           2014       1271.000        674.000          0.000             81.016                 1.9           2.396           83.415
     31/12/2015           2015       1390.000        705.000          0.000            274.884                 2.1           0.768           15.889
     31/12/2016           2016       1305.000        674.000          0.000             27.492                 0.3           1.054           92.068
     31/12/2017           2017       1413.000        652.000          0.000            244.743                 4.0           1.615           34.037
     31/12/2018           2018       1487.000        737.000          0.000            177.736                 4.2           2.356           78.442
     31/12/2019           2019       1419.000        485.000          0.000            391.042                 4.2           1.086           26.964
