ApsimVersion = 7.9 r0
Title = Kladivko_SC_300N
           Date           year     AnnualRain  InSeason_Rain         n_rate AnnualTileDrainage AnnualTileNleaching NitrateFlowTile AnnualYield_BuAc
   (dd/mm/yyyy)         (year)           (mm)           (mm)             ()               (mm)             (kg/ha)              ()               ()
     31/12/1994           1994       1015.000        394.000        300.000            132.897                12.8           9.633          194.869
     31/12/1995           1995       1221.000        556.000        300.000            171.833                 8.1           4.734           25.099
     31/12/1996           1996       1431.000        431.000        300.000            168.406                10.7           6.341          189.213
     31/12/1997           1997       1170.000        592.000        300.000            283.055                 3.0           1.058           22.316
     31/12/1998           1998       1294.000        614.000        300.000             33.705                 1.1           3.136          171.752
     31/12/1999           1999        946.000        354.000        300.000            150.300                 2.7           1.786           29.413
     31/12/2000           2000       1400.000        736.000        300.000             87.367                12.8          14.636          177.899
     31/12/2001           2001       1285.000        851.000        300.000            105.286                 9.4           8.902           24.968
     31/12/2002           2002       1401.000        563.000        300.000            108.186                28.7          26.527          178.377
     31/12/2003           2003       1319.000        699.000        300.000            168.431                17.8          10.558           30.525
     31/12/2004           2004       1383.500        753.000        300.000            149.648                24.7          16.510          210.355
     31/12/2005           2005       1240.000        597.000        300.000            165.164                15.0           9.065           28.459
     31/12/2006           2006       1535.000        801.000        300.000            129.190                23.3          18.013          163.131
     31/12/2007           2007       1138.000        467.000        300.000            208.340                20.8           9.997           34.043
     31/12/2008           2008       1515.000        613.000        300.000            154.262                17.1          11.098          214.693
     31/12/2009           2009       1395.000        890.000        300.000            154.175                 7.9           5.153           36.209
     31/12/2010           2010        964.000        496.000        300.000             59.863                20.1          33.608          188.070
     31/12/2011           2011       1489.000        403.000        300.000            440.206                31.3           7.111           34.651
     31/12/2012           2012        981.000        463.000        300.000             40.316                 5.0          12.291          197.091
     31/12/2013           2013       1237.000        546.000        300.000            172.215                21.6          12.541           32.027
     31/12/2014           2014       1271.000        674.000        300.000             75.280                18.4          24.502          171.824
     31/12/2015           2015       1390.000        705.000        300.000            197.607                21.2          10.734           21.640
     31/12/2016           2016       1305.000        674.000        300.000             10.898                 1.9          17.479          166.406
     31/12/2017           2017       1413.000        652.000        300.000            190.424                24.9          13.081           37.316
     31/12/2018           2018       1487.000        737.000        300.000            156.167                24.0          15.357          179.372
     31/12/2019           2019       1419.000        485.000        300.000            405.779                26.3           6.493           27.123
